weight,peel color,flesh color,texture,size,name
1118,70,35,69,346,pineapple
993,85,63,80,263,pineapple
1007,38,48,80,295,pineapple
1033,52,63,65,324,pineapple
1120,65,49,83,303,pineapple
1013,62,50,73,273,pineapple
1005,81,51,68,205,pineapple
984,45,36,70,232,pineapple
1184,87,63,69,386,pineapple
930,88,43,68,381,pineapple
1052,72,50,81,366,pineapple
912,53,45,75,310,pineapple
1130,29,37,60,285,pineapple
939,74,43,78,375,pineapple
1189,27,49,76,283,pineapple
909,55,42,79,323,pineapple
917,42,52,82,237,pineapple
928,29,45,65,318,pineapple
972,39,53,60,227,pineapple
923,63,55,67,385,pineapple
911,64,61,61,208,pineapple
1022,49,51,79,262,pineapple
1113,82,37,78,386,pineapple
956,89,57,77,348,pineapple
1099,70,40,73,333,pineapple
1074,80,39,73,281,pineapple
938,62,54,84,324,pineapple
1070,38,48,77,386,pineapple
1163,68,41,61,315,pineapple
1084,51,54,66,376,pineapple
1036,68,46,72,257,pineapple
1114,52,50,80,374,pineapple
1087,84,40,64,342,pineapple
1084,52,60,83,366,pineapple
1145,63,35,77,230,pineapple
1119,50,55,79,322,pineapple
1130,37,61,67,300,pineapple
1104,22,62,77,332,pineapple
1156,56,49,71,234,pineapple
1135,78,43,61,301,pineapple
1082,23,50,82,368,pineapple
931,43,40,63,286,pineapple
1021,46,64,77,308,pineapple
1127,60,39,64,202,pineapple
1114,86,41,83,334,pineapple
1143,23,36,73,206,pineapple
992,89,57,76,234,pineapple
1129,27,41,63,210,pineapple
1029,40,43,82,300,pineapple
1198,81,35,65,304,pineapple
1131,59,59,60,272,pineapple
1029,41,62,79,387,pineapple
1110,80,56,65,369,pineapple
1156,37,43,82,332,pineapple
907,73,47,72,394,pineapple
924,21,59,60,278,pineapple
1074,34,53,84,240,pineapple
1108,66,59,62,304,pineapple
1012,20,36,72,274,pineapple
979,40,36,63,347,pineapple
958,81,38,62,262,pineapple
1096,21,44,83,383,pineapple
1014,50,40,75,319,pineapple
1145,49,43,67,396,pineapple
1178,78,48,68,296,pineapple
1059,34,35,83,217,pineapple
1041,84,47,70,248,pineapple
988,29,60,68,356,pineapple
1138,49,63,75,367,pineapple
1033,57,41,72,228,pineapple
1120,66,54,66,217,pineapple
1000,55,44,61,393,pineapple
1118,30,58,73,215,pineapple
985,30,41,68,295,pineapple
987,54,58,83,296,pineapple
976,78,53,76,350,pineapple
1016,75,41,81,276,pineapple
989,36,42,61,213,pineapple
996,57,36,67,284,pineapple
901,40,38,72,262,pineapple
937,62,61,60,245,pineapple
980,33,38,74,246,pineapple
931,28,51,72,314,pineapple
1020,43,56,70,394,pineapple
972,43,35,76,276,pineapple
1187,38,36,84,298,pineapple
952,26,47,66,298,pineapple
973,20,63,63,296,pineapple
1188,56,42,77,324,pineapple
1051,40,63,74,291,pineapple
975,73,37,75,343,pineapple
1024,29,50,62,397,pineapple
961,31,39,73,328,pineapple
1158,58,64,72,337,pineapple
1092,51,42,79,336,pineapple
1113,23,43,74,247,pineapple
1053,75,55,64,398,pineapple
1188,38,56,61,214,pineapple
1018,53,55,76,260,pineapple
975,64,38,62,201,pineapple
1089,24,47,73,299,pineapple
923,46,42,71,311,pineapple
1154,32,35,75,374,pineapple
1017,64,47,61,268,pineapple
1146,83,55,78,397,pineapple
1033,74,57,62,374,pineapple
1054,66,43,75,391,pineapple
1046,89,41,62,293,pineapple
985,62,49,74,268,pineapple
1195,41,38,62,344,pineapple
1184,75,47,67,256,pineapple
918,85,39,61,359,pineapple
1013,66,61,75,371,pineapple
1017,86,42,81,367,pineapple
1024,34,63,69,313,pineapple
1026,54,35,69,253,pineapple
1037,49,42,73,274,pineapple
1168,78,49,81,309,pineapple
1096,36,41,61,337,pineapple
941,86,41,71,289,pineapple
957,32,37,79,308,pineapple
1149,55,54,83,377,pineapple
1049,55,54,69,255,pineapple
1024,28,51,70,217,pineapple
1133,38,55,77,259,pineapple
1063,26,49,60,320,pineapple
1036,60,62,76,324,pineapple
1136,70,54,76,375,pineapple
1004,80,63,65,316,pineapple
909,84,40,63,225,pineapple
1094,59,56,61,364,pineapple
1101,56,42,84,227,pineapple
932,29,51,73,274,pineapple
956,33,54,74,268,pineapple
906,84,61,65,343,pineapple
1062,30,53,82,241,pineapple
1030,59,55,60,399,pineapple
973,67,37,71,340,pineapple
1188,46,63,72,383,pineapple
1174,30,63,74,240,pineapple
1152,55,51,64,343,pineapple
1188,71,55,66,242,pineapple
991,42,40,68,355,pineapple
984,74,61,80,304,pineapple
1163,84,50,71,277,pineapple
1146,21,42,79,282,pineapple
1056,32,53,65,274,pineapple
990,70,45,70,200,pineapple
1148,35,60,83,308,pineapple
935,57,59,70,372,pineapple
1045,22,40,81,383,pineapple
970,47,56,66,385,pineapple
1003,88,64,82,304,pineapple
936,74,49,61,224,pineapple
976,75,58,79,395,pineapple
967,27,64,82,387,pineapple
1041,40,46,79,236,pineapple
940,31,42,70,303,pineapple
1008,80,35,61,242,pineapple
965,88,36,83,331,pineapple
1148,44,49,80,374,pineapple
1182,35,63,66,355,pineapple
1115,30,36,68,342,pineapple
961,47,61,61,357,pineapple
1158,74,62,61,306,pineapple
1143,23,50,73,235,pineapple
1066,63,40,65,343,pineapple
952,85,64,83,353,pineapple
939,50,55,60,259,pineapple
971,27,61,84,373,pineapple
1195,84,39,83,319,pineapple
1086,59,60,72,312,pineapple
1135,76,60,74,368,pineapple
1087,55,47,75,314,pineapple
918,33,59,68,379,pineapple
982,22,44,81,287,pineapple
1197,43,61,62,224,pineapple
999,31,47,78,286,pineapple
1066,22,60,60,336,pineapple
1005,89,41,62,334,pineapple
1037,76,56,64,363,pineapple
1076,83,62,78,215,pineapple
960,29,44,68,268,pineapple
1112,79,63,60,203,pineapple
1029,33,42,77,329,pineapple
1071,28,36,82,254,pineapple
967,89,48,80,268,pineapple
1162,41,54,66,317,pineapple
1173,31,58,69,336,pineapple
1034,77,39,72,298,pineapple
1108,69,40,64,277,pineapple
1084,60,37,77,250,pineapple
1002,37,40,74,248,pineapple
1142,51,42,69,265,pineapple
989,22,49,80,356,pineapple
1082,44,49,84,211,pineapple
1144,69,41,74,348,pineapple
943,82,48,74,368,pineapple
916,54,54,69,304,pineapple
1193,67,42,70,282,pineapple
910,79,47,61,359,pineapple
1163,51,54,84,385,pineapple
1043,52,61,83,285,pineapple
1001,39,38,74,328,pineapple
1167,35,57,68,334,pineapple
1076,67,39,60,370,pineapple
1066,45,51,71,295,pineapple
1014,57,40,68,320,pineapple
1188,71,57,71,360,pineapple
1152,46,61,72,308,pineapple
1193,57,54,82,378,pineapple
1123,73,42,70,375,pineapple
1039,22,64,65,280,pineapple
1126,86,49,68,348,pineapple
1122,30,63,66,284,pineapple
1126,81,55,64,398,pineapple
1008,22,39,66,279,pineapple
1081,79,48,69,220,pineapple
1194,65,42,80,277,pineapple
971,39,57,74,320,pineapple
1017,60,54,62,391,pineapple
1171,22,50,68,219,pineapple
1145,47,54,84,206,pineapple
918,72,58,60,314,pineapple
935,64,62,68,390,pineapple
969,80,38,61,329,pineapple
1025,44,46,78,251,pineapple
1121,29,38,71,261,pineapple
929,67,38,69,229,pineapple
1071,80,61,64,285,pineapple
1025,68,58,79,394,pineapple
949,86,52,77,359,pineapple
1153,39,57,73,218,pineapple
943,30,36,73,321,pineapple
1042,27,46,65,207,pineapple
1033,62,56,64,341,pineapple
1021,51,44,67,399,pineapple
1011,33,44,62,221,pineapple
1098,77,40,62,218,pineapple
1169,55,52,78,308,pineapple
1112,70,42,79,220,pineapple
1196,25,39,67,289,pineapple
1055,31,47,82,378,pineapple
966,69,64,63,263,pineapple
1093,69,59,74,304,pineapple
1135,58,39,66,350,pineapple
1156,39,52,62,341,pineapple
1170,54,37,74,310,pineapple
971,86,57,80,284,pineapple
1163,79,47,74,380,pineapple
1121,74,61,64,385,pineapple
964,62,54,74,255,pineapple
946,28,41,74,346,pineapple
1123,31,41,79,282,pineapple
905,88,53,84,346,pineapple
912,35,44,83,292,pineapple
947,53,52,66,297,pineapple
1112,84,61,67,387,pineapple
979,52,64,84,210,pineapple
934,45,58,81,212,pineapple
1191,33,48,81,220,pineapple
949,70,47,77,309,pineapple
1011,67,41,71,284,pineapple
1178,64,43,68,268,pineapple
1194,89,39,64,368,pineapple
1135,74,63,80,307,pineapple
1170,84,61,73,266,pineapple
901,70,54,80,366,pineapple
1197,34,51,82,371,pineapple
1071,66,59,80,342,pineapple
1149,50,45,74,341,pineapple
917,53,38,65,299,pineapple
1190,45,60,62,282,pineapple
1187,82,53,78,277,pineapple
905,67,43,77,365,pineapple
1001,57,40,65,210,pineapple
1085,53,46,73,308,pineapple
979,22,52,80,381,pineapple
918,75,41,79,368,pineapple
1054,75,53,65,382,pineapple
931,61,43,84,335,pineapple
1045,81,54,77,230,pineapple
906,70,55,63,241,pineapple
971,85,48,75,288,pineapple
1093,30,40,80,257,pineapple
1155,59,41,63,364,pineapple
1117,73,38,66,367,pineapple
1093,73,41,67,311,pineapple
975,47,55,75,343,pineapple
1088,30,36,67,218,pineapple
1097,69,63,82,375,pineapple
1081,57,62,64,283,pineapple
1130,42,37,64,311,pineapple
1012,28,64,77,321,pineapple
1151,22,43,69,227,pineapple
903,57,59,63,357,pineapple
1029,67,57,74,255,pineapple
1051,28,63,75,237,pineapple
1163,35,35,82,221,pineapple
1141,52,60,65,282,pineapple
982,31,56,65,238,pineapple
1139,68,38,68,224,pineapple
1090,73,55,64,287,pineapple
1098,74,58,80,360,pineapple
960,46,53,63,353,pineapple
910,41,44,72,211,pineapple
925,25,47,67,372,pineapple
1038,32,48,67,212,pineapple
1199,82,46,60,278,pineapple
924,26,50,83,285,pineapple
974,45,50,71,397,pineapple
1023,49,56,60,216,pineapple
1035,86,51,71,250,pineapple
1190,38,43,68,357,pineapple
1042,73,48,83,379,pineapple
1029,87,36,74,291,pineapple
950,64,36,61,333,pineapple
1120,47,41,83,311,pineapple
1161,20,63,77,384,pineapple
1194,27,55,78,271,pineapple
923,84,51,79,298,pineapple
1041,58,60,77,313,pineapple
1031,86,45,83,271,pineapple
919,42,42,68,367,pineapple
939,51,36,75,375,pineapple
1036,52,45,79,343,pineapple
940,55,44,64,363,pineapple
905,43,53,75,256,pineapple
1013,60,53,61,321,pineapple
989,49,36,75,320,pineapple
936,74,45,69,391,pineapple
1003,30,57,69,250,pineapple
955,56,39,69,292,pineapple
1149,21,42,75,319,pineapple
1070,25,36,68,375,pineapple
1041,71,54,60,283,pineapple
954,26,42,81,265,pineapple
1043,65,46,62,247,pineapple
1049,71,40,71,256,pineapple
962,33,40,64,354,pineapple
1170,20,40,84,256,pineapple
1198,50,36,83,371,pineapple
961,28,63,60,356,pineapple
1139,28,47,65,271,pineapple
922,83,62,71,377,pineapple
951,52,35,69,261,pineapple
992,61,40,65,353,pineapple
1078,49,60,64,339,pineapple
1144,85,40,64,386,pineapple
1081,59,35,75,370,pineapple
1169,80,41,75,338,pineapple
956,82,37,65,323,pineapple
964,63,55,63,324,pineapple
1106,81,51,79,391,pineapple
1137,45,37,70,341,pineapple
1136,53,55,82,291,pineapple
1017,83,38,76,232,pineapple
1040,85,59,78,221,pineapple
963,37,54,69,235,pineapple
1074,65,45,81,294,pineapple
1150,83,60,71,324,pineapple
1136,59,55,77,350,pineapple
1089,45,41,78,284,pineapple
1170,81,64,68,325,pineapple
997,37,35,74,220,pineapple
1142,54,48,84,209,pineapple
960,24,64,75,388,pineapple
994,57,64,68,295,pineapple
1134,69,53,66,296,pineapple
995,62,52,69,263,pineapple
982,70,53,84,304,pineapple
1095,20,51,60,369,pineapple
1134,61,35,71,224,pineapple
1160,89,58,72,252,pineapple
1048,35,61,76,277,pineapple
918,84,35,78,359,pineapple
1035,74,49,64,221,pineapple
1137,40,45,64,393,pineapple
1167,29,64,67,329,pineapple
1025,54,42,61,201,pineapple
1120,60,63,81,341,pineapple
966,73,50,82,229,pineapple
987,24,46,78,248,pineapple
1009,56,50,77,287,pineapple
944,23,64,78,355,pineapple
1007,83,60,72,326,pineapple
992,86,56,75,373,pineapple
1189,84,36,77,309,pineapple
1142,66,56,63,389,pineapple
1042,65,53,68,367,pineapple
1178,70,53,81,244,pineapple
940,75,60,80,347,pineapple
1033,39,35,77,393,pineapple
959,20,35,63,342,pineapple
1039,23,58,76,286,pineapple
939,74,47,75,371,pineapple
1085,81,45,79,282,pineapple
938,87,53,77,359,pineapple
1187,33,58,65,379,pineapple
1176,21,46,65,239,pineapple
905,56,39,79,366,pineapple
1177,51,58,64,289,pineapple
948,89,48,76,301,pineapple
1005,20,56,61,362,pineapple
918,33,59,72,281,pineapple
1112,76,48,81,288,pineapple
1049,49,51,60,265,pineapple
1146,42,36,75,367,pineapple
1015,73,63,74,307,pineapple
1054,22,60,64,220,pineapple
1125,74,42,69,202,pineapple
982,42,59,64,281,pineapple
932,38,64,76,227,pineapple
1169,21,50,61,265,pineapple
1050,20,46,64,366,pineapple
985,53,45,79,393,pineapple
1074,74,37,63,334,pineapple
1177,27,48,72,295,pineapple
990,33,36,75,257,pineapple
1034,26,61,65,259,pineapple
1118,36,44,69,239,pineapple
1193,72,56,66,325,pineapple
949,22,63,80,265,pineapple
1002,57,48,71,200,pineapple
1042,72,40,65,253,pineapple
1035,76,45,78,380,pineapple
1009,46,57,63,247,pineapple
1184,58,53,75,362,pineapple
1104,23,48,80,319,pineapple
1031,79,50,62,318,pineapple
1047,58,61,72,378,pineapple
995,24,55,78,200,pineapple
1086,28,64,70,396,pineapple
1164,48,37,77,376,pineapple
1010,63,37,67,250,pineapple
1149,88,53,79,290,pineapple
1023,46,50,81,366,pineapple
1053,85,58,72,203,pineapple
985,84,40,66,369,pineapple
1160,36,52,62,327,pineapple
941,31,57,72,298,pineapple
1163,29,62,65,223,pineapple
1086,25,50,83,269,pineapple
1010,59,48,69,321,pineapple
1092,68,49,81,217,pineapple
989,37,53,80,227,pineapple
1100,82,62,61,234,pineapple
1151,88,61,82,342,pineapple
1115,70,37,69,290,pineapple
1070,33,57,66,307,pineapple
942,38,36,72,344,pineapple
1041,46,55,80,387,pineapple
1031,67,54,71,257,pineapple
1122,45,49,62,291,pineapple
1089,43,48,70,250,pineapple
1152,72,52,70,238,pineapple
1154,50,41,66,364,pineapple
1117,85,55,76,256,pineapple
985,34,42,70,349,pineapple
918,38,63,62,274,pineapple
1099,50,63,65,286,pineapple
1001,70,58,81,362,pineapple
1143,88,63,68,291,pineapple
1114,60,54,71,368,pineapple
1195,40,49,63,371,pineapple
1044,62,52,83,324,pineapple
1181,67,37,79,302,pineapple
1057,74,41,81,387,pineapple
1126,80,51,84,368,pineapple
1155,28,46,61,296,pineapple
912,32,50,78,207,pineapple
1136,62,51,67,379,pineapple
929,88,58,78,218,pineapple
930,66,59,63,347,pineapple
1079,83,64,70,367,pineapple
1175,82,48,71,310,pineapple
1022,76,38,63,264,pineapple
1097,56,36,84,236,pineapple
930,36,48,77,333,pineapple
936,61,64,71,361,pineapple
927,48,36,65,280,pineapple
907,50,59,80,295,pineapple
1051,62,37,64,314,pineapple
1199,44,48,75,318,pineapple
946,22,37,70,241,pineapple
927,27,40,78,252,pineapple
939,34,51,60,394,pineapple
921,44,40,65,236,pineapple
927,42,37,82,357,pineapple
908,80,44,84,218,pineapple
933,71,38,63,235,pineapple
1085,33,63,84,361,pineapple
1181,34,59,78,200,pineapple
1117,28,50,82,286,pineapple
1047,84,53,69,349,pineapple
983,41,51,82,289,pineapple
1152,51,38,60,297,pineapple
1040,73,62,82,376,pineapple
1153,75,45,66,307,pineapple
1013,73,35,76,245,pineapple
993,45,46,73,272,pineapple
1142,74,60,63,268,pineapple
1039,86,48,60,267,pineapple
931,51,41,68,354,pineapple
1162,68,51,69,200,pineapple
1030,74,64,78,301,pineapple
909,64,52,65,287,pineapple
1026,32,59,78,225,pineapple
1140,68,44,66,343,pineapple
1050,53,41,60,231,pineapple
1122,89,46,80,252,pineapple
1199,52,53,82,320,pineapple
1169,22,36,69,316,pineapple
993,41,59,82,351,pineapple
1133,42,61,71,279,pineapple
917,48,51,69,352,pineapple
1178,46,62,80,311,pineapple
932,77,49,68,256,pineapple
1011,42,60,71,284,pineapple
1044,72,38,63,372,pineapple
937,89,63,76,202,pineapple
1075,45,39,65,210,pineapple
1196,86,64,69,340,pineapple
1121,75,44,69,261,pineapple
1155,42,52,69,311,pineapple
1051,33,37,69,360,pineapple
921,87,58,60,291,pineapple
984,32,39,75,320,pineapple
1066,33,37,60,338,pineapple
964,83,47,76,276,pineapple
1048,58,64,80,398,pineapple
1070,30,49,63,282,pineapple
1104,67,39,64,399,pineapple
1112,76,41,72,306,pineapple
1152,34,38,68,248,pineapple
1112,29,39,73,378,pineapple
1108,62,46,76,360,pineapple
1008,54,48,61,255,pineapple
972,70,39,64,267,pineapple
1148,45,36,74,245,pineapple
1016,61,64,82,296,pineapple
1019,28,55,73,344,pineapple
941,89,38,60,374,pineapple
978,29,63,63,244,pineapple
982,48,46,61,299,pineapple
967,29,52,67,375,pineapple
1109,43,57,67,266,pineapple
1163,63,60,81,273,pineapple
1019,41,46,66,259,pineapple
1072,71,43,61,345,pineapple
1183,62,56,73,384,pineapple
954,83,49,76,361,pineapple
1194,57,49,67,390,pineapple
1111,74,59,82,268,pineapple
1130,35,59,61,255,pineapple
1027,57,45,71,324,pineapple
1116,57,41,60,383,pineapple
945,89,57,74,369,pineapple
1198,68,64,82,325,pineapple
1063,53,61,80,242,pineapple
970,38,44,72,244,pineapple
965,57,39,68,214,pineapple
1043,44,36,77,219,pineapple
1089,69,52,84,260,pineapple
1068,25,61,60,238,pineapple
1049,40,42,71,299,pineapple
1065,52,44,72,313,pineapple
1169,64,37,62,378,pineapple
1053,50,61,64,390,pineapple
999,74,40,72,396,pineapple
955,20,54,84,379,pineapple
1063,71,60,64,361,pineapple
1151,67,63,61,232,pineapple
1019,73,46,63,318,pineapple
990,41,55,73,228,pineapple
1103,37,40,65,370,pineapple
975,52,61,71,272,pineapple
1136,66,46,79,273,pineapple
1057,48,47,66,296,pineapple
1125,84,41,72,283,pineapple
1124,53,60,73,338,pineapple
1067,39,54,63,346,pineapple
962,20,44,69,332,pineapple
946,75,48,81,324,pineapple
937,32,35,81,275,pineapple
1037,83,37,63,241,pineapple
1083,29,47,66,243,pineapple
1106,80,57,74,376,pineapple
961,81,62,83,212,pineapple
917,75,47,67,304,pineapple
1159,30,36,66,395,pineapple
1026,47,44,60,241,pineapple
964,48,53,66,331,pineapple
1024,40,40,64,317,pineapple
1066,54,55,78,241,pineapple
905,72,51,80,342,pineapple
1070,66,59,64,369,pineapple
1042,57,35,68,223,pineapple
1001,68,64,77,297,pineapple
1032,42,54,82,253,pineapple
1111,56,42,80,204,pineapple
1111,81,39,80,347,pineapple
949,80,57,73,265,pineapple
1052,29,39,74,261,pineapple
1193,24,39,76,377,pineapple
1136,44,59,83,323,pineapple
953,34,58,76,319,pineapple
924,21,41,66,218,pineapple
991,38,58,72,326,pineapple
936,36,62,60,376,pineapple
1115,25,56,68,397,pineapple
1187,59,40,83,220,pineapple
1088,71,61,69,341,pineapple
1147,86,51,68,261,pineapple
988,78,35,60,277,pineapple
1156,58,41,68,216,pineapple
1062,29,37,71,367,pineapple
953,38,61,63,306,pineapple
1099,40,53,75,386,pineapple
953,65,61,81,369,pineapple
914,20,61,80,383,pineapple
1084,37,36,83,398,pineapple
1003,27,61,65,385,pineapple
941,50,64,83,394,pineapple
967,79,62,82,202,pineapple
1092,88,35,74,307,pineapple
995,85,43,80,317,pineapple
914,50,43,84,318,pineapple
1095,85,36,64,296,pineapple
971,31,44,61,218,pineapple
1027,76,43,81,219,pineapple
983,30,63,81,336,pineapple
1083,74,36,75,244,pineapple
988,22,63,76,306,pineapple
909,70,40,76,298,pineapple
920,41,46,70,397,pineapple
1005,52,59,77,289,pineapple
1067,36,40,83,290,pineapple
1134,80,44,80,363,pineapple
1027,38,43,82,339,pineapple
1141,30,49,61,246,pineapple
1091,46,35,73,342,pineapple
1151,50,41,65,307,pineapple
1147,51,54,68,399,pineapple
1034,78,63,76,226,pineapple
1034,25,64,69,239,pineapple
1127,65,58,66,207,pineapple
960,20,60,72,351,pineapple
1145,51,59,79,246,pineapple
1186,86,35,83,274,pineapple
1026,75,56,81,319,pineapple
917,70,64,71,273,pineapple
1161,30,52,61,243,pineapple
908,43,38,64,272,pineapple
1149,87,53,77,260,pineapple
1124,65,49,71,351,pineapple
1127,43,45,66,257,pineapple
1107,85,35,63,340,pineapple
1053,30,54,77,357,pineapple
915,49,57,64,394,pineapple
967,43,54,61,244,pineapple
1029,37,37,74,350,pineapple
1025,36,44,65,214,pineapple
1082,58,38,70,380,pineapple
951,28,48,76,334,pineapple
1013,23,38,83,360,pineapple
1110,37,50,82,372,pineapple
1023,51,39,66,251,pineapple
1044,41,55,67,270,pineapple
951,89,55,70,294,pineapple
937,20,54,77,343,pineapple
1124,40,52,79,237,pineapple
1081,21,40,68,372,pineapple
1062,42,49,83,211,pineapple
1128,23,63,76,340,pineapple
955,47,37,65,223,pineapple
1116,66,43,78,357,pineapple
943,62,51,76,249,pineapple
1024,55,48,64,350,pineapple
1178,65,50,65,308,pineapple
945,22,47,83,215,pineapple
922,51,44,68,238,pineapple
1148,41,59,74,385,pineapple
1077,65,43,80,269,pineapple
1011,64,55,70,358,pineapple
1102,57,56,78,302,pineapple
980,82,39,67,213,pineapple
1132,84,44,67,392,pineapple
941,71,47,65,381,pineapple
932,87,60,78,259,pineapple
923,63,48,83,294,pineapple
1090,81,63,60,275,pineapple
1038,82,49,76,307,pineapple
1160,41,51,63,261,pineapple
1177,42,40,77,288,pineapple
1183,65,41,80,357,pineapple
932,34,59,65,254,pineapple
998,60,53,82,296,pineapple
1133,58,57,61,241,pineapple
1097,42,59,68,302,pineapple
944,41,64,63,320,pineapple
1167,80,41,72,327,pineapple
914,66,56,77,265,pineapple
1108,24,49,68,393,pineapple
946,50,41,78,370,pineapple
1043,56,55,75,388,pineapple
1024,73,64,84,320,pineapple
1032,27,35,64,245,pineapple
1044,25,55,83,370,pineapple
937,35,47,83,213,pineapple
980,45,44,74,227,pineapple
992,56,35,67,283,pineapple
1197,69,37,80,367,pineapple
1150,26,58,83,284,pineapple
1136,36,62,64,378,pineapple
901,78,44,79,259,pineapple
1086,89,46,62,250,pineapple
1132,76,63,81,299,pineapple
999,84,37,75,236,pineapple
966,50,42,70,246,pineapple
1132,83,55,78,319,pineapple
1082,83,43,76,271,pineapple
1150,82,51,66,355,pineapple
932,89,48,66,381,pineapple
1033,53,54,60,218,pineapple
960,76,50,75,350,pineapple
1164,85,48,76,320,pineapple
1146,50,36,81,251,pineapple
1064,78,52,72,361,pineapple
944,49,39,64,360,pineapple
1038,84,60,61,319,pineapple
1121,51,44,80,285,pineapple
1183,87,49,63,279,pineapple
980,84,55,64,286,pineapple
1195,63,42,80,281,pineapple
1072,82,51,69,336,pineapple
1061,61,49,84,301,pineapple
1174,56,39,73,264,pineapple
934,29,61,84,318,pineapple
1010,76,35,81,331,pineapple
902,37,51,76,267,pineapple
1045,33,49,75,388,pineapple
920,51,40,81,205,pineapple
934,28,54,70,291,pineapple
968,51,57,81,372,pineapple
966,71,38,66,228,pineapple
1137,28,45,79,238,pineapple
1005,36,35,72,355,pineapple
1185,68,55,79,260,pineapple
1177,21,59,77,377,pineapple
1042,66,44,79,254,pineapple
915,60,56,78,247,pineapple
1061,76,50,81,332,pineapple
1137,24,64,67,280,pineapple
915,33,48,70,374,pineapple
1199,73,55,69,210,pineapple
1189,69,44,69,367,pineapple
1050,79,56,80,275,pineapple
999,42,59,64,368,pineapple
1026,64,54,76,357,pineapple
959,66,47,64,340,pineapple
972,43,50,67,233,pineapple
973,31,46,76,328,pineapple
1034,89,49,74,380,pineapple
1076,28,63,84,366,pineapple
1026,48,35,64,267,pineapple
1007,46,52,67,251,pineapple
1144,88,59,63,218,pineapple
995,65,54,74,392,pineapple
1123,74,61,76,208,pineapple
906,23,44,73,274,pineapple
925,38,53,83,279,pineapple
1081,74,57,62,368,pineapple
1142,45,50,68,397,pineapple
954,38,53,78,247,pineapple
906,32,37,71,289,pineapple
1100,32,40,71,383,pineapple
1179,55,48,67,390,pineapple
1109,83,39,63,274,pineapple
1077,69,63,72,356,pineapple
918,86,50,68,303,pineapple
1094,30,56,78,201,pineapple
961,57,51,67,243,pineapple
995,80,43,63,372,pineapple
1138,60,58,74,236,pineapple
1072,29,61,77,313,pineapple
1016,36,60,74,249,pineapple
967,45,58,64,370,pineapple
931,23,43,65,239,pineapple
914,81,46,75,267,pineapple
987,84,61,62,360,pineapple
1097,64,44,70,323,pineapple
983,57,39,69,223,pineapple
911,76,49,82,215,pineapple
1188,78,63,74,271,pineapple
1023,75,60,75,364,pineapple
901,27,44,84,277,pineapple
997,52,54,64,343,pineapple
1086,48,47,68,204,pineapple
1006,81,44,79,297,pineapple
1060,40,46,77,294,pineapple
1197,55,52,64,374,pineapple
1019,71,46,69,357,pineapple
1068,75,42,81,328,pineapple
982,63,51,64,323,pineapple
946,73,55,62,285,pineapple
1109,48,36,60,215,pineapple
1166,80,64,73,281,pineapple
1192,53,62,76,314,pineapple
992,78,46,77,281,pineapple
978,74,40,81,289,pineapple
1109,89,64,72,342,pineapple
1033,66,62,71,355,pineapple
1066,54,63,84,220,pineapple
1093,78,63,64,315,pineapple
1081,50,64,74,385,pineapple
1095,69,49,73,340,pineapple
1183,77,62,82,282,pineapple
975,32,39,78,242,pineapple
1001,82,41,70,227,pineapple
903,39,63,61,340,pineapple
916,61,36,73,346,pineapple
1152,53,43,60,295,pineapple
1152,37,60,64,322,pineapple
957,39,54,83,281,pineapple
1001,57,51,63,378,pineapple
1193,52,44,78,340,pineapple
1125,50,55,60,268,pineapple
990,88,44,67,242,pineapple
946,76,44,81,215,pineapple
938,62,52,62,308,pineapple
909,84,64,62,228,pineapple
1109,36,63,63,309,pineapple
1035,42,53,74,258,pineapple
965,38,38,62,276,pineapple
1172,70,43,60,349,pineapple
1133,56,35,70,335,pineapple
1042,88,63,81,312,pineapple
1094,22,54,75,296,pineapple
1192,55,48,63,326,pineapple
1072,61,57,70,308,pineapple
1106,82,59,76,263,pineapple
966,36,64,80,382,pineapple
939,88,35,83,368,pineapple
976,89,61,70,366,pineapple
965,42,52,72,352,pineapple
1176,66,40,71,216,pineapple
1148,81,60,83,302,pineapple
1173,57,51,62,337,pineapple
1058,36,37,69,329,pineapple
1101,87,42,71,394,pineapple
956,39,48,73,299,pineapple
1065,78,56,83,355,pineapple
915,74,54,73,362,pineapple
1163,56,43,78,305,pineapple
1188,64,51,72,312,pineapple
1196,84,57,64,319,pineapple
1157,52,43,68,397,pineapple
1181,58,62,62,394,pineapple
940,84,35,63,242,pineapple
981,86,53,63,382,pineapple
1096,72,63,64,263,pineapple
1074,64,43,82,280,pineapple
1097,80,39,68,306,pineapple
917,47,53,66,372,pineapple
928,56,45,63,253,pineapple
1022,22,48,73,397,pineapple
1127,58,40,78,357,pineapple
1045,49,43,70,386,pineapple
994,22,58,73,360,pineapple
950,24,56,68,313,pineapple
1051,31,46,72,286,pineapple
1151,32,55,73,398,pineapple
1163,32,58,64,273,pineapple
1145,85,39,76,287,pineapple
1026,48,51,70,208,pineapple
226,1,67,10,73,apple
293,2,65,11,89,apple
113,9,66,4,65,apple
95,0,69,4,89,apple
164,1,64,14,51,apple
292,8,68,10,79,apple
104,2,67,8,77,apple
225,0,65,8,54,apple
198,2,64,6,76,apple
85,8,68,3,63,apple
212,4,63,7,51,apple
80,9,66,7,59,apple
131,6,68,8,94,apple
177,4,68,10,87,apple
112,9,69,5,81,apple
175,1,69,3,54,apple
81,4,64,12,62,apple
254,1,64,4,62,apple
148,0,66,12,91,apple
268,9,68,6,67,apple
